video_id,title,channel_id,channel_name,channel_handle_norm,category,view_count,publish_date,source_group,source_query,keywords,description
6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,gobiernodelarepublicadeguatema,Entertainment,11670,2026-08-26T21:00:47-07:00,topic,Gobierno de la República de Guatemala,[],Inician los trabajos de recuperación del Puente Belice II.
6Wf0ItQUaDU,“Queremos generar 60 mil empleos”: Victorino Carranza revela el plan y las pérdidas de la Gremipe,UCoXuxT5_LclvcoCeFoS_iUw,Campus TV,campustvhd,News & Politics,2,2026-09-01T15:07:04-07:00,topic,@quorumgt,[],"El presidente de la Gremial de Micro y Pequeños Empresarios (Gremipe), Victorino Carranza, detalló la situación del sector productivo en el país. Carranza señaló que, aunque se han perdido alrededor de 15 mil unidades productivas y unos 30 mil empleos, la meta actual es generar más de 60 mil nuevos puestos de trabajo, comenzando con una primera etapa de 20 mil empleos a corto plazo para reactivar la economía.

#CampusTV #VictorinoCarranza #Gremipe #MipymesHonduras #EmpleoHN #EconomíaHonduras #NoticiasHonduras"
6y3KQmmg3Oc,Noticiero El Informativo. Nuestra semana de resultados.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,gobiernodelarepublicadeguatema,Entertainment,303,2026-08-24T10:58:38-07:00,topic,Gobierno de la República de Guatemala,[],Noticiero El Informativo. Nuestra semana de resultados.
6z2Psav9Onw,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,gobiernodelarepublicadeguatema,Entertainment,848,2025-03-04T23:37:34-08:00,topic,@GobiernodeGuatemala,[],Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt
74F3Mn_NWoE,"Acto de Graduación de los Cursos de Formación, Ascenso y Especialización Policial de la PNC.",UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,gobiernodelarepublicadeguatema,Entertainment,1197,2025-09-29T23:32:20-07:00,official_gov,Policia Nacional Civil Guatemala,[],"Acto de Graduación de los Cursos de Formación, Ascenso y Especialización Policial de la PNC."
7JerBdHtkWA,Cambio de horarios en Municipalidad de Guatemala,UCJcN367ge_Yo1p7b20_KSaA,Canal 3 Guatemala,canal3guatemala,News & Politics,215,2017-04-05T05:54:07-07:00,topic,Municipalidad de Guatemala,"[""Guatemala"", ""Chapín TV"", ""Canal 3"", ""Telediario"", ""Noticias"", ""Sucesos""]",A partir del 17 de abril la Municipalidad de Guatemala cambiará el horario de atención al público en su área administrativa.  Conozca cuales son los nuevos horarios de atención
7hfUg8Z-W2o,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,gobiernodelarepublicadeguatema,Entertainment,2449,2025-02-17T19:17:10-08:00,topic,@GobiernodeGuatemala,[],Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt.
7kuHyjwuE_o,Centro Municipal de Emprendimiento - Municipalidad de Guatemala,UCBn6Y-Y3kCAQqYXHaMIjEVw,Centro Municipal de Emprendimiento MuniGuate,cmeguatemala,Entertainment,528,2022-08-09T15:46:20-07:00,topic,Municipalidad de Guatemala,"[""Emprendimiento"", ""Guatemala"", ""MuniGuate""]","Somos la primera incubadora de negocios a nivel público, impulsamos el emprendimiento en la Ciudad de Guatemala, mediante el fortalecimiento de emprendimientos en etapas tempranas asesorándolos en el proceso de escalamiento y consolidación empresarial."
7mdtGeIHQnE,"#LHEnContexto: Gestión de riesgos en GUATEMALA: Lo que debes saber, explicado por la CONRED",UCrAoF9-9Vvb9_zK0t-m2Rhg,La Hora,lahoragt,News & Politics,570,2024-08-27T04:00:07-07:00,official_gov,Conred Guatemala,[],"La subsecretaria de Gestión de Riesgo de la Coordinadora Nacional para la Reducción de Desastres (Conred), Angela Leal, conversó con La Hora acerca de la vulnerabilidad del país ante los riesgos de origen natural y la necesidad de gestionarlos de mejor forma."
8CuQ2_HTaN0,Conferencia de Prensa del Gobierno de Guatemala.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,gobiernodelarepublicadeguatema,Entertainment,735,2025-01-20T19:01:37-08:00,topic,@GobiernodeGuatemala,[],Conferencia de Prensa del Gobierno de Guatemala.
8n6momRcC04,Mantenimiento constante,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,municipalidaddeguatemala-1551,News & Politics,91,2015-09-29T06:09:28-07:00,topic,@MunicipalidaddeGuatemala-1551,"[""Administración"", ""administracion"", ""Alvaro"", ""Álvaro"", ""Enrique"", ""Arzú"", ""Arzu"", ""Irigoyen"", ""Alcalde"", ""Alcaldía"", ""Alcaldia"", ""Alcaldías"", ""Alcaldias"", ""Municipalidad"", ""Municipal"", ""Muni"", ""Cumple"", ""Comuna"", ""Equipo"", ""Transparencia"", ""Servicios"", ""Servir"", ""Servidor"", ""Publico"", ""Público"", ""Pasión"", ""Pasion"", ""Como"", ""Yo"", ""Tú"", ""Tu"", ""Todos"", ""Somos"", ""La"", ""Ciudad"", ""Del"", ""Futuro"", ""Para"", ""Vivir"", ""Trabajos"", ""Tareas"", ""Frentes"", ""Bacheo"", ""Calles"", ""Avenidas"", ""Espacios"", ""Viales"", ""Red"", ""Vial"", ""Guatemala"", ""vialidad"", ""tránsito"", ""tráfico""]","Trabajamos constantemente para dar mantenimiento a las calles de la Ciudad. Por favor, ayúdenos reportando baches al teléfono 1551, en su Alcaldía Auxiliar o a través de las redes sociales."
90oVm0P4_9Q,"El MINGOB a través del Viceministerio de Seguridad, combate el crimen organizado.",UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,mingobguate,News & Politics,5,2026-08-31T06:15:51-07:00,official_gov,Ministerio de Gobernacion Guatemala,"[""Ministerio"", ""de"", ""Gobernación"", ""Guatemala""]","-  Ministerio de Gobernación, Comunicación Social, Audiovisuales"
9BIrwWQUdb8,"Capturan a ""guardián"" de parqueo utilizado por la mara Salvatrucha e incautan 5 vehículos robados.",UCHsYnV67K3J0yJ4QeciVCww,PNCdeGuatemala,pncdeguatemala,Science & Technology,23972,2026-08-25T07:48:40-07:00,official_gov,Policia Nacional Civil Guatemala,[],"📢 ¡Sígueme en nuestras redes! 🌐
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
https://www.instagram.com/pncdeguatemala
https://www.youtube.com/@PNCdeGuatemala
https://www.tiktok.com/@pncdeguatemala
https://www.facebook.com/PoliciaNacionalCivildeGuatemala
https://x.com/PNCdeGuatemala
https://pnc.gob.gt/

🌟 ¡Suscríbete para más contenido!

#PNC #PNCGuatemala #Policia #Guatemala #SeguridadConTransparencia
 #ProtegerYServir"
9Jacxvi9umU,Los responsables de bloquear información en Guatecompras,UCDvpZGLyno6g-bi-wwYq4wQ,Somos El Combo,somoselcombo,Entertainment,7340,2026-08-29T07:53:35-07:00,topic,@quorumgt,[],"Cuatro funcionarios del Ministerio de Finanzas bloquearon de forma irregular información en el portal Guatecompras, en una decisión que genera serias dudas sobre los intereses detrás de esta medida.

Se trata del ministro de Finanzas, Jonathan Menkos Zeissig; el viceministro Carlos Augusto Melgar Peña; la directora general de Adquisiciones del Estado, Xiomara Lorena Morales Gordillo; y Fernando Roberto Ruano Fernández, subdirector de esa dependencia.

Este bloqueo representa un grave retroceso para la transparencia y la rendición de cuentas en Guatemala.

El gobierno de Bernardo Arévalo y Karin Herrera continúa impulsando acciones que dificultan el acceso a información pública y la fiscalización del uso de los recursos del Estado.

Los periodistas Marvin Del Cid y Sonny Figueroa explican en este video qué ocurrió y quiénes están detrás de estas decisiones."
9XFVeHiWDTo,En #LaRondaGT conoce las acciones que impulsamos para modernizar los puertos y aeropuertos del país.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,gobiernodelarepublicadeguatema,Entertainment,1516,2026-08-25T00:43:44-07:00,official_gov,Gobierno de Guatemala,[],En #LaRondaGT conoce las acciones que impulsamos para modernizar los puertos y aeropuertos del país.
9h7d1iDFaqo,Vuelve el tráfico lento en la ciudad capital,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,prensalibreoficial,News & Politics,11396,2010-02-01T11:03:22-08:00,topic,guatemala trafico,"[""guatemala"", ""nacional"", ""tráfico"", ""municipalidad"", ""ciclo"", ""escolar""]","Con la normalización del ciclo escolar y el incremento del parque vehicular, las calles de la ciudad capital vuelven a convertirse en un dolor de cabeza para los conductores en desplazarse en horas pico. (Video Prensa Libre)"
9wHujSu-nbQ,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,quorumgt,News & Politics,459,2021-06-20T23:00:33-07:00,topic,Quorum GT,"[""Quorum"", ""Quorum.gt"", ""Guatemala"", ""periodismo"", ""política"", ""noticias"", ""medios de Guatemala""]","Hola, somos Quorum, un medio digital basado en Guatemala. Hacemos periodismo para contar cómo la política impacta en nuestras vidas y para buscar soluciones a los problemas que nos afectan. Creemos que un mejor país sí es posible. Síguenos en nuestras redes y visita www.quorum.gt"
AHzfpOL5sgw,Sistema de gobierno de Guatemala 🇬🇹,UCwlb2TaG9ywiD6uhHWTy-qg,SUM Estudios Jurídicos.,sumestudiosjuridicos.1313,Education,2895,2024-05-06T22:11:47-07:00,official_gov,Gobierno de Guatemala,"[""Gobierno de Guatemala"", ""Sistemas de gobierno"", ""Derecho constitucional"", ""Guatemala"", ""Maya"", ""Derecho"", ""Sum estudios juridicos"", ""Como es el gobierno de guatemala"", ""Derecho guatemalteco"", ""Constitucion de Guatemala"", ""Sistemas de gobiernos"", ""Que es gobierno"", ""Que es republicano"", ""Que es democratico"", ""Abogado"", ""Abogacia"", ""Notario"", ""Notariado"", ""Williams sum"", ""Sum"", ""Estudios juridicos"", ""Guate"", ""Constitucion política de la República de Guatemala"", ""Clases de derecho""]",
Aa7hIDCRh3g,Este BUS me LLEVO a UN PARAISO EN GUATEMALA,UCDfEVbDrimcKw5lfbps915g,De todo Gt,detodogt,People & Blogs,504374,2025-04-01T18:00:10-07:00,topic,guatemala transporte,[],"🌿🚌 Un bus me llevó a un paraíso escondido en Guatemala: Río Dulce, Izabal 🌊🏝️

📍 Si quieres viajar con Fuentes del Norte , puedes contactarlos al 📞 PBX: 7947-7070   4739-7438 o visitar su página oficial Transportes Fuente del Norte, para conocer sus horarios, tarifas y destinos. También puedes buscarlos en sus redes sociales para más información. O EN ZONA 1 17 CALLE 8-46



En esta increíble aventura, decidí tomar un bus hacia lo desconocido, sin imaginar que el destino final sería uno de los lugares más impresionantes y mágicos de Guatemala: Río Dulce, en Izabal.

Desde el primer momento, el viaje fue una experiencia en sí misma. Durante el recorrido en bus, atravesé carreteras rodeadas de exuberante vegetación, montañas y ríos que me recordaron por qué Guatemala es conocida como la tierra de la eterna primavera. 🌄🌿

Al llegar a Río Dulce, me encontré con un paisaje que parece sacado de un sueño: aguas cristalinas, selva tropical por todas partes y una vibra de tranquilidad que solo este lugar puede ofrecer. Río Dulce no es solo un río, es un mundo lleno de historia, cultura y belleza natural. Aquí se conectan el Lago de Izabal con el Mar Caribe, creando un ecosistema único en el país.

🚤 Navegando entre la selva
Una de las mejores formas de conocer este paraíso es recorriendo el río en lancha. Las vistas son simplemente espectaculares: pequeños islotes, casas flotantes, aves exóticas y hasta comunidades mayas que aún conservan sus tradiciones. Pasé por el famoso Cañón de Río Dulce, un impresionante corredor natural con acantilados gigantes cubiertos de vegetación.

🏰 Historia y cultura
Otro de los atractivos de la zona es el Castillo de San Felipe, una fortaleza construida en la época colonial para proteger el comercio de los ataques piratas. Caminar por sus pasillos es como viajar en el tiempo.

🌴 La magia de Livingston
Si sigues el recorrido por el río, llegas a Livingston, un pintoresco pueblo con una fuerte influencia garífuna, donde la cultura, la música y la gastronomía te envuelven en una experiencia única. ¡Aquí probé el delicioso tapado, un platillo típico que no te puedes perder!

🌅 Un viaje que tienes que vivir
Sin duda, esta aventura me recordó lo increíblemente rico y diverso que es Guatemala. Río Dulce es un destino que lo tiene todo: naturaleza, historia, cultura y una energía especial que lo convierte en un verdadero paraíso escondido.

Si te gustan los viajes, la aventura y descubrir lugares únicos, este video es para ti. Dale like, comenta y suscríbete para más contenido sobre los rincones más espectaculares de Guatemala. ¡Nos vemos en la próxima aventura! 🚀🇬🇹

📌 ¿Ya conocías Río Dulce? Déjame tu opinión en los comentarios. ¿A dónde debería ir en mi próximo video?

#Guatemala #RíoDulce #Izabal #ParaísoEscondido #Aventura #DeTodoGT #Viajes #ExplorandoGuatemala"
AakUTlieyH0,Crisis de seguridad en Guatemala,UC-GLagjBhWAZ3IOWFgzqIAw,Canal Antigua,miracanalantigua,News & Politics,733,2026-01-20T12:36:18-08:00,topic,guatemala seguridad,"[""Guatemala"", ""Canal Antigua"", ""noticias guatemaltecas"", ""actualidad en Guatemala"", ""sucesos"", ""política Guatemala"", ""periodismo independiente"", ""noticias de hoy Guatemala""]","Suscríbete a nuestro canal → https://bit.ly/canalantiguatv
Infórmate sobre las noticias desde nuestra web → https://canalantigua.tv

¡Y no te olvides de seguirnos en redes sociales!
TikTok → https://www.tiktok.com/@canalantiguaoficial?is_from_webapp=1&sender_device=pc
Facebook → https://www.facebook.com/canalantigua/
Instagram → https://www.instagram.com/canalantigua
Twitter → https://www.twitter.com/canalantigua"
Ab0RrbzxyBU,Municipalidad de Guatemala 17/11/2025,UCW_PHqwqCCalvQGOEsVU0jw,Concejales de Oposición - Muni Guate,concejalesoposici%c3%b3n,People & Blogs,117,2025-11-17T19:16:43-08:00,topic,@MunicipalidaddeGuatemala-1551,[],
AlbPEU3rbZs,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,gobiernodelarepublicadeguatema,Entertainment,870,2025-03-13T21:06:42-07:00,topic,@GobiernodeGuatemala,[],Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt
ArljwpsURdY,"Entrevista especial con Claudinne Ogaldes, Secretaria Ejecutiva de la SE-CONRED",UC6SA1dVHvAkc6yNS_t5cbGw,Conred,conred_gt,Education,416,2026-02-19T11:40:11-08:00,official_gov,Conred Guatemala,[],"En este episodio conversamos con Claudinne Ogaldes, Secretaria Ejecutiva de la SE-CONRED, quien comparte sus recuerdos y reflexiones sobre el terremoto de 1976, un hecho que marcó la historia de Guatemala y transformó la gestión del riesgo en el país.

Durante la entrevista, también aborda la importancia del simulacro nacional programado para el 24 de febrero, destacando la preparación como una herramienta clave para salvar vidas. Además, reflexiona sobre los 30 años de la SE-CONRED, sus avances, desafíos y el compromiso permanente con la protección de la población.

Un espacio para recordar, aprender y fortalecer nuestra cultura de prevención.

¡La prevención es tarea de todos!"
B60bWqpVUIE,Así es el transporte público en Ciudad de Guatemala,UCBedZZFhxFcMudI8oM5joSQ,PaulinoG,paulinog,Travel & Events,96794,2024-09-08T13:30:00-07:00,topic,guatemala transporte,"[""paulinog"", ""paulino"", ""españa"", ""español"", ""reaccion"", ""opinion"", ""guatemala city vlog"", ""guatemala"", ""vlog"", ""ciudad de guatemala"", ""guatemala city"", ""transmetro"", ""transporte"", ""publico"", ""transporte publico"", ""así es el transporte publico en guatemala"", ""centra sur"", ""línea"", ""urbano"", ""zona 1""]","Fuimos a recorrer una línea del Transmetro, el transporte público de la Ciudad de Guatemala. En concreto la línea 12, desde Centra Sur hasta zona 1 de la capital. Me acompañó @michigt_ 

Así es recorrer la Ciudad de Guatemala en transporte público. 

Únete a este canal para acceder a sus beneficios:
https://www.youtube.com/channel/UCBedZZFhxFcMudI8oM5joSQ/join

#guatemala #ciudaddeguatemala #paulinog"
BLc_KXPng9g,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,gobiernodelarepublicadeguatema,Entertainment,720,2025-11-14T18:48:39-08:00,topic,@GobiernodeGuatemala,[],Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT
BUNeDEi0yVU,CIV LICITACIÓN 800 KM 110717,UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,civ_guatemala,People & Blogs,26,2017-07-12T19:27:52-07:00,official_gov,Ministerio de Comunicaciones Guatemala,[],
